review_id,date,rating,review_text,platform,app_version,country,city,device,user_segment,subscription_tier,customer_tenure_months,acquisition_channel,language,support_ticket_created,verified_user
REV-002976,2026-04-18,4,subscription pricing is unclear. Kindly check asap.,Android,3.3.1,India,Ahmedabad,Motorola Edge,Student,Free,2.0,Campus Campaign,English,False,True
REV-002977,2026-03-01,3,"I noticed that checkout failed during bill payment. This happened while paying a bill. Also, transaction alerts are useful.",iOS,3.3.0,India,Chennai,iPhone SE,Power User,Premium,34.0,Organic,English,True,True
REV-002978,2026-03-11,2,"I noticed that no relevant results appear in transaction history. The rest of the app is useful. Also, support fixed my issue quickly. Please fix this.",iOS,3.3.0,United States,New York,iPhone 14,Returning User,Free,7.0,Organic,English,False,True
REV-002979,2026-03-12,3,"On my account, I cannot cancel the transfer. Hope the next update resolves it.",iOS,3.3.0,India,Kolkata,iPhone 15 Pro,Returning User,Premium,4.0,Paid Search,English,False,True
REV-002980,2026-05-07,4,"Honestly, great app and the interface is clean. Please fix this.",Web,3.4.0,United Kingdom,Manchester,Chrome on macOS,Student,Free,1.0,Organic,English,True,True
REV-002981,2026-02-17,1,"After the latest update, KYC status not updating. Hope the next update resolves it.",Android,3.2.2,India,Kolkata,Samsung Galaxy S23,New User,Free,3.0,Social,English,False,True
REV-002982,2025-10-23,2,  the  transfer  fee is too high.  ,iOS,3.1.1,Singapore,Singapore,iPhone 15 Pro,Returning User,Free,14.0,Organic,English,False,True
REV-002983,2025-08-10,2,"After the latest update, Please add home-screen widgets. This should be clearer.",Android,3.0.1,India,Ahmedabad,Xiaomi Redmi Note 13,Small Business,Premium,25.0,Partnership,English,False,True
REV-002984,2026-02-14,2,I noticed that transaction status not updating. This should be clearer.,Android,3.2.2,India,Pune,Samsung Galaxy A54,Returning User,Free,7.0,Organic,English,False,True
REV-002985,2025-07-28,1,"After the latest update, card declined even though funds are available. Hope the next update resolves it!!",Web,3.0.0,India,Bengaluru,Safari on macOS,Returning User,Free,21.0,Organic,Informal English,False,True
REV-002986,2025-10-06,4,"Honestly, charges bahut high hain for this transfer. Need a reliable solution.",iOS,3.1.1,India,Bengaluru,iPhone 14,Returning User,Free,7.0,Organic,Hinglish,True,True
REV-002987,2025-07-25,1,I noticed that support did not reply for three days. Kindly check asap.,iOS,3.0.0,India,Jaipur,iPhone 14,New User,Free,0.0,Social,English,False,True
REV-002988,2026-01-22,1,"OTP nahi aa raha, cannot log in",Android,3.2.2,United Kingdom,London,OnePlus 12,Power User,Free,18.0,Organic,Hinglish,True,True
REV-002989,2025-09-02,3,"On my account, the app freeze happens after login. Please fix this.",Android,3.1.0,India,Ahmedabad,OnePlus 12,Student,Free,18.0,Campus Campaign,English,False,True
REV-002990,2026-02-16,3,"For the last few days, Wish there was API access and bank integrations.",Android,3.2.2,United States,New York,Samsung Galaxy S23,Returning User,Free,10.0,Organic,English,False,True
REV-002991,2026-04-05,3,"Honestly, Can you add CSV export for transactions. Need a reliable solution. veryyy slow",iOS,3.3.1,India,Jaipur,iPhone 15 Pro,Returning User,Free,18.0,Organic,English,False,True
REV-002992,2026-04-19,1,password reset is stuck in a loop veryyy slow,iOS,3.3.1,United Arab Emirates,Dubai,iPhone 14,Returning User,Free,6.0,Paid Search,English,True,True
REV-002993,2025-11-07,4,Add support for team access and permissions,Android,3.2.0,India,Jaipur,Samsung Galaxy A54,Returning User,Free,8.0,Paid Search,English,False,True
REV-002994,2026-01-23,2,card declined at a regular merchant.,Web,3.2.2,India,Jaipur,Chrome on macOS,New User,Free,0.0,Referral,English,False,True
REV-002995,2026-01-28,1,"Honestly, card declined at a regular merchant. The rest of the app is useful. Also, great app and the interface is clean. Kindly check asap.",iOS,3.2.2,India,Ahmedabad,iPhone SE,Returning User,Free,5.0,Paid Search,English,True,True
REV-002996,2025-12-25,3,support did not reply for three days,Android,3.2.1,India,Kolkata,OnePlus Nord,New User,Premium,2.0,Referral,English,True,True
REV-002997,2026-03-01,4,"Honestly, onboarding was simple. The rest of the app is useful. Also, I receive duplicate notification messages. This should be clearer.",iOS,3.3.0,India,Mumbai,iPhone 13,Returning User,Free,10.0,Social,English,False,True
REV-002998,2025-09-22,4,Wish there was card freeze controls.,Android,3.1.0,India,Jaipur,Xiaomi Redmi Note 13,New User,Business,2.0,Referral,English,False,True
REV-002999,2026-06-21,4,"Since yesterday, Please add recurring transfers. Need a reliable solution.",iOS,3.4.0,India,Jaipur,iPhone 13,Returning User,Premium,13.0,Social,English,True,True
REV-003000,2025-08-09,1,"Honestly, charges bahut high hain for this transfer. The rest of the app is useful. Also, the latest version feels smooth and easy to use. Need a reliable solution.",Android,3.0.1,India,Chennai,Xiaomi Redmi Note 13,Power User,Free,27.0,Organic,Hinglish,False,True
REV-003001,2026-04-22,4,delivery status not updating,Android,3.3.1,United Kingdom,London,Samsung Galaxy A54,Returning User,Free,21.0,Organic,English,False,True
REV-003002,2026-02-09,4,"On my account, excellent service and reliable transfers.",iOS,3.2.2,India,Bengaluru,iPhone 15,Small Business,Business,26.0,Business Sales,English,True,True
REV-003003,2025-10-07,1,I need help because this looks like a scam,iOS,3.1.1,United Kingdom,Manchester,iPhone SE,Power User,Premium,19.0,Organic,English,True,True
REV-003004,2026-03-18,4,Can you add team access and permissions,Android,3.3.0,Australia,Melbourne,Google Pixel 8,Small Business,Business,40.0,Business Sales,Hinglish,False,True
REV-003005,2025-08-04,2,"After the latest update, checkout failed during bill payment. Hope the next update resolves it.",Android,3.0.1,United States,San Francisco,Xiaomi Redmi Note 13,Power User,Premium,27.0,Organic,English,True,True
REV-003006,2026-03-29,5,"For the last few days, support fixed my issue quickly. Hope the next update resolves it.",Web,3.3.0,India,Kolkata,Chrome on macOS,Returning User,Free,23.0,Organic,English,False,True
REV-003007,2026-02-08,5,"On my account, the app freeze happens after login. Also, payments are fast and reliable now. Kindly check asap.",iOS,3.2.2,United Arab Emirates,Abu Dhabi,iPhone 14,Returning User,Free,14.0,Paid Search,English,False,True
REV-003008,2025-08-14,2,"After the latest update, delivery status not updating. Please fix this.",iOS,3.0.1,Australia,Melbourne,iPhone 13,Returning User,Free,19.0,Organic,English,True,True
REV-003009,2025-08-02,4,"I noticed that Please add home-screen widgets. Also, payments are fast and reliable now. Kindly check asap.",Android,3.0.1,India,Ahmedabad,Xiaomi Redmi Note 13,Returning User,Free,21.0,Organic,English,False,True
REV-003010,2026-03-20,4,the latest version feels smooth and easy to use,iOS,3.3.0,India,Jaipur,iPhone SE,Small Business,Free,38.0,Partnership,English,False,
REV-003011,2025-10-30,5,"On my account, Can you add dark mode. Need a reliable solution.",Android,3.1.1,India,Kolkata,OnePlus Nord,Student,Free,9.0,Campus Campaign,English,False,True
REV-003012,2026-05-12,4,"Honestly, my card freeze button not working. It worked fine last week. Also, support fixed my issue quickly. This should be clearer.",Android,3.4.0,India,Chennai,Motorola Edge,Returning User,Premium,15.0,Organic,English,True,True
REV-003013,2026-03-24,4,"Since yesterday, It would be better if you added multi-currency wallet support. Need a reliable solution.",iOS,3.3.0,United Arab Emirates,Dubai,iPhone SE,Student,Free,14.0,Social,English,False,True
REV-003014,2026-03-09,3,"Since yesterday, the QR payment failed at checkout. Hope the next update resolves it.",iOS,3.3.0,India,Hyderabad,iPhone SE,Student,Free,18.0,Social,English,False,True
REV-003015,2025-10-23,1,"For the last few days, support ka reply late mila. Need a reliable solution.",Android,3.1.1,India,Hyderabad,Nothing Phone 2,New User,Premium,1.0,Paid Search,Hinglish,True,False
REV-003016,2026-03-11,4,I noticed that support was unhelpful and sent a generic reply. Kindly check asap.,Android,3.3.0,India,Kolkata,Xiaomi Redmi Note 13,Returning User,Free,11.0,Referral,English,False,True
REV-003017,2026-06-07,six,"For the last few days, profile details cannot be edited. Please fix this.",Web,3.4.0,India,Hyderabad,Firefox on Linux,Student,Free,12.0,Referral,English,True,True
REV-003018,2025-08-06,1,app baar baar crash ho rahi hai after update,iOS,3.0.1,India,Ahmedabad,iPhone 15,Power User,Business,12.0,Organic,Hinglish,False,True
REV-003019,2025-11-14,4,"I noticed that Can you add PDF statements. This is especially frustrating on a paid plan. Also, support fixed my issue quickly.",iOS,3.2.0,India,Ahmedabad,iPhone SE,Returning User,Free,13.0,Paid Search,English,False,False
REV-003020,2025-10-03,1,"After the latest update, there is an unexpected charge on my statement. Please fix this.",iOS,3.1.1,India,Mumbai,iPhone 13,New User,Free,3.0,Paid Search,English,False,True
REV-003021,2025-12-05,2,"Honestly, there is an unexpected charge on my statement. Hope the next update resolves it.",Android,3.2.1,Australia,Sydney,OnePlus 12,Returning User,Free,12.0,Social,English,True,True
REV-003022,2026-03-18,5,support did not reply for three days. Kindly check asap.,iOS,3.3.0,United States,San Francisco,iPhone 15,Returning User,Premium,23.0,Organic,English,False,True
REV-003023,2025-12-25,1,the transfer fee is too high,Android,3.2.1,India,Hyderabad,OnePlus Nord,Returning User,Free,22.0,Organic,English,False,True
REV-003024,2026-01-31,4,"On my account, international conversion fee is excessive.",Android,3.2.2,India,Bhopal,Samsung Galaxy A54,Student,Free,9.0,Referral,English,True,True
REV-003025,2025-11-10,2,"Since yesterday, filters and sorting reset every time. Hope the next update resolves it.",iOS,3.2.0,United Kingdom,London,iPhone 14,Returning User,Free,14.0,Organic,English,False,True
REV-003026,2025-08-26,4,"Since yesterday, Please add better filters and sorting for transaction history. This should be clearer.",Android,3.0.1,India,Pune,Google Pixel 8,Returning User,Free,11.0,Referral,English,False,True
REV-003027,2025-10-17,1,the ticket was closed before resolution!!,Android,3.1.1,India,Pune,Xiaomi Redmi Note 13,Returning User,Premium,19.0,Referral,English,True,True
REV-003028,2026-05-02,1,"I noticed that the app is slow when the dashboard loads. I tried twice on Wi-Fi and mobile data. Also, onboarding was simple.",Web,3.4.0,United Kingdom,London,Safari on macOS,New User,Free,0.0,Referral,English,False,True
REV-003029,2026-02-12,1,the app crashes on startup,iOS,3.2.2,India,Bengaluru,iPhone 13,Returning User,Business,15.0,Organic,English,True,True
REV-003030,2025-12-01,1,"After the latest update, document upload has a UI bug. This should be clearer.",iOS,3.2.1,India,Mumbai,iPhone 15 Pro,Student,Free,17.0,Campus Campaign,English,True,True
REV-003031,2026-04-05,1,"After the latest update, support fixed the issue but the slow response was frustrating.",Android,3.3.1,India,Jaipur,Samsung Galaxy S23,Power User,Premium,39.0,Referral,English,True,True
REV-003032,2025-07-27,2,"Since yesterday, Wish there was team access and permissions. Also, payments are fast and reliable now. Need a reliable solution.",iOS,3.0.0,India,Ahmedabad,iPhone 15 Pro,Returning User,Free,13.0,Social,English,True,True
REV-003033,2025-10-11,5,"Honestly, Wish there was dark mode. This should be clearer.",iOS,3.1.1,United States,San Francisco,iPhone 14,Student,Free,6.0,Referral,English,False,True
REV-003034,2025-10-01,5,"Honestly, the latest version feels smooth and easy to use. Need a reliable solution.",Web,3.1.1,United Arab Emirates,Abu Dhabi,Safari on macOS,Student,Free,11.0,Campus Campaign,English,False,True
REV-003035,2026-06-24,5,"Since yesterday, search results are irrelevant. This happened while paying a bill. Also, onboarding was simple. Hope the next update resolves it.",Android,3.4.0,United Kingdom,London,OnePlus Nord,New User,Free,3.0,Referral,English,False,True
REV-003036,2026-03-10,1,Face ID fails every time,Android,3.3.0,India,Pune,OnePlus 12,Returning User,Business,19.0,Referral,English,True,True
REV-003037,2026-02-18,3,It would be better if you added PDF statements,iOS,3.2.2,India,Hyderabad,iPhone 14,Power User,Free,36.0,Partnership,English,False,True
REV-003038,2025-07-03,3,"I noticed that Would be useful if you added home-screen widgets. The rest of the app is useful. Also, great app and the interface is clean. Hope the next update resolves it.",Android,3.0.0,India,Ahmedabad,Samsung Galaxy A54,Power User,Free,40.0,Referral,English,False,True
REV-003039,2025-09-11,4,"On my account, Wish there was API access and bank integrations. Hope the next update resolves it.",Android,3.1.0,India,Ahmedabad,OnePlus 12,Power User,Premium,48.0,Organic,English,False,True
REV-003040,2026-02-24,1,support ka reply late mila,Android,3.2.2,India,Pune,OnePlus 12,Power User,Premium,32.0,Organic,Hinglish,True,True
REV-003041,2025-12-02,1,"After the latest update, search results are irrelevant. This is especially frustrating on a paid plan. Also, excellent service and reliable transfers.",Android,3.2.1,United States,New York,Samsung Galaxy A54,Small Business,Premium,10.0,Business Sales,English,True,True
REV-003042,2026-05-26,5,"Honestly, Please add PDF statements.",Android,3.4.0,India,Kolkata,Google Pixel 8,New User,Free,3.0,Social,English,False,True
REV-003043,2026-03-25,1,the app crash opens transaction history,Android,3.3.0,India,Bhopal,Motorola Edge,Returning User,Premium,15.0,Organic,English,True,True
REV-003044,2025-12-18,4,"On my account, document upload has a UI bug. It worked fine last week. Also, the refund arrived much faster than expected. This should be clearer.",Android,3.2.1,India,Bengaluru,OnePlus 12,New User,Premium,0.0,Paid Search,English,False,True
REV-003045,2026-03-20,1,"Since yesterday, there is an unexpected charge on my statement. This should be clearer.",Android,3.3.0,India,Pune,Xiaomi Redmi Note 13,Returning User,Free,4.0,Paid Search,English,False,True
REV-003046,2026-06-19,1,password reset is stuck in a loop,iOS,3.4.0,United Arab Emirates,Abu Dhabi,iPhone 15,Small Business,Premium,14.0,Business Sales,English,True,True
REV-003047,2025-12-22,2,the app crash opens transaction history,Android,3.2.1,India,Ahmedabad,Motorola Edge,Student,Free,8.0,Campus Campaign,English,False,True
REV-003048,2026-02-26,5,the app crash opens transaction history. This should be clearer.,Android,3.2.2,India,Hyderabad,Samsung Galaxy A54,New User,Free,3.0,Referral,English,False,True
REV-003049,2026-05-23,4,there are too many promotional alerts,iOS,3.4.0,India,Hyderabad,iPhone 13,Returning User,Free,21.0,Paid Search,English,False,True
REV-003050,2025-10-09,4,can you add family account access. hope the next update resolves it.,Android,3.1.1,India,Hyderabad,OnePlus Nord,New User,Premium,0.0,Paid Search,Informal English,False,True
REV-003051,2026-05-11,2,"my account blocked without an explanation. This is especially frustrating on a paid plan. Also, payments are fast and reliable now. This should be clearer.",iOS,3.4.0,United Kingdom,Manchester,iPhone 15,New User,Premium,1.0,Paid Search,English,True,True
REV-003052,2025-08-09,1,"After the latest update, I cannot track the replacement card. Kindly check asap.",iOS,3.0.1,India,Mumbai,iPhone 13,Returning User,Free,20.0,Social,English,False,True
REV-003053,2026-02-27,1,"ON MY ACCOUNT, A CANCELLATION FEE APPEARED WITHOUT WARNING. THE REST OF THE APP IS USEFUL. ALSO, EXCELLENT SERVICE AND RELIABLE TRANSFERS. NEED A RELIABLE SOLUTION.",iOS,3.2.2,India,Chennai,iPhone 13,Returning User,Free,22.0,Organic,English,True,True
REV-003054,2026-04-02,2,"Since yesterday, login failed after the update. Kindly check asap.",iOS,3.3.1,India,Bhopal,iPhone SE,New User,Free,3.0,Social,English,True,True
REV-003055,2026-02-17,5,"On my account, the refund arrived much faster than expected. Please fix this.",Android,3.2.2,India,Kolkata,OnePlus 12,Small Business,Business,26.0,Business Sales,English,False,True
REV-003056,2026-01-01,5,"For the last few days, the transfer is still payment pending.",Android,3.2.1,India,Kolkata,Samsung Galaxy S23,Power User,Premium,27.0,Organic,English,True,True
REV-003057,2026-02-18,5,excellent service and reliable transfers. This should be clearer.,Web,3.2.2,India,Bengaluru,Edge on Windows,New User,Free,0.0,Organic,English,False,True
REV-003058,2025-08-29,2,app baar baar crash ho rahi hai after update,Web,3.0.1,India,Chennai,Chrome on macOS,Student,Premium,9.0,Campus Campaign,Hinglish,True,False
REV-003059,2025-09-24,3,refund not received after ten days.,Android,3.1.0,India,Hyderabad,Motorola Edge,Returning User,Free,22.0,Social,English,False,False
REV-003060,2025-10-19,1,the recipient was not credited. Kindly check asap.,iOS,3.1.1,India,Kolkata,iPhone 15,Student,Free,8.0,Referral,English,True,True
REV-003061,2026-02-11,1,"After the latest update, subscription pricing is unclear. This is especially frustrating on a paid plan. Also, support fixed my issue quickly. Please fix this.",iOS,3.2.2,India,Chennai,iPhone 15 Pro,New User,Free,1.0,Paid Search,English,False,True
REV-003062,2025-12-16,1,the app crash opens transaction history. Kindly check asap.,Android,3.2.1,United States,New York,Samsung Galaxy A54,Power User,Free,21.0,Referral,English,True,True
REV-003063,2025-10-07,3,"Honestly, excellent service and reliable transfers.",iOS,3.1.1,India,Ahmedabad,iPhone SE,New User,Free,3.0,Social,English,False,True
REV-003064,2026-05-09,3,"Honestly, selfie verification is not working. Kindly check asap.",Android,3.4.0,India,Ahmedabad,Samsung Galaxy S23,New User,Premium,0.0,Paid Search,English,True,True
REV-003065,2025-12-01,2,"After the latest update, the app is slow when the dashboard loads. Need a reliable solution.",Android,3.2.1,India,Ahmedabad,Samsung Galaxy S23,Returning User,Free,7.0,Referral,English,False,True
REV-003066,2025-12-17,4,"On my account, the latest version feels smooth and easy to use.",Android,3.2.1,United Kingdom,London,Xiaomi Redmi Note 13,New User,Free,0.0,Social,English,False,True
REV-003067,2025-12-09,5,"After the latest update, a cancellation fee appeared without warning. This should be clearer.",iOS,3.2.1,India,Bhopal,iPhone 15,Power User,Premium,37.0,Organic,English,False,True
REV-003068,2025-09-11,5,"For the last few days, payment pending hai aur money deducted. Please fix this.",iOS,3.1.0,United States,New York,iPhone 15 Pro,Power User,Free,37.0,Organic,Hinglish,True,True
REV-003069,2026-03-15,2,"After the latest update, card issue controls are not working. This should be clearer.",Android,3.3.0,India,Jaipur,OnePlus Nord,New User,Premium,3.0,Referral,English,True,True
REV-003070,2025-12-18,3,"Since yesterday, the app is slow when the dashboard loads.",Android,3.2.1,United States,New York,Samsung Galaxy S23,Returning User,Premium,12.0,Organic,English,False,True
REV-003071,2025-07-07,4,the session expiry happens too quickly. Kindly check asap.,iOS,3.0.0,Australia,Sydney,iPhone 15,New User,Free,1.0,Paid Search,English,False,True
REV-003072,2026-06-14,5,the session expiry happens too quickly,Android,3.4.0,India,Kolkata,Nothing Phone 2,Power User,Free,19.0,Organic,English,False,False
REV-003073,2026-04-16,3,delivery status not updating,Web,3.3.1,Australia,Melbourne,Firefox on Linux,Student,Free,12.0,Campus Campaign,English,True,True
REV-003074,2026-03-13,2,"Since yesterday, the recipient was not credited. This is especially frustrating on a paid plan. Also, excellent service and reliable transfers. Need a reliable solution.",Android,3.3.0,India,Pune,OnePlus Nord,Student,Free,13.0,Referral,English,True,True
REV-003075,2026-05-05,1,my card freeze button not working.,Android,3.4.0,India,Bhopal,Samsung Galaxy S23,Returning User,Free,17.0,Referral,English,False,True
REV-003076,2026-05-18,4,"For the last few days, support fixed my issue quickly. It worked fine last week. Also, transaction alerts are missing. Please fix this.",Android,3.4.0,India,Jaipur,Samsung Galaxy S23,Returning User,Premium,20.0,Social,English,False,True
REV-003077,2025-11-19,3,the latest version feels smooth and easy to use,Android,3.2.0,Singapore,Singapore,Google Pixel 8,Returning User,Free,5.0,Referral,English,True,True
REV-003078,2026-02-16,2,there are too many promotional alerts,iOS,3.2.2,India,Jaipur,iPhone 15,Returning User,Free,10.0,Referral,English,False,True
REV-003079,2026-02-15,1,password reset is stuck in a loop,Web,3.2.2,India,Bengaluru,Firefox on Linux,Small Business,Premium,38.0,Business Sales,English,True,True
REV-003080,2025-10-17,3,"For the last few days, Wish there was card freeze controls.",Android,3.1.1,Singapore,Singapore,Xiaomi Redmi Note 13,Power User,Free,19.0,Organic,English,False,True
REV-003081,2025-09-27,2,"After the latest update, document upload has a UI bug. This happened while paying a bill. Also, payments are fast and reliable now. Need a reliable solution.",Web,3.1.0,India,Hyderabad,Chrome on Windows,New User,Free,3.0,Organic,English,False,True
REV-003082,2025-08-15,3,security alerts arrived too late. This should be clearer.,Android,3.0.1,United Arab Emirates,Abu Dhabi,Motorola Edge,Student,Premium,17.0,Organic,English,False,True
REV-003083,2026-03-02,1,THIS DUPLICATE CHARGE LOOKS LIKE FRAUD. PLEASE FIX THIS.,iOS,3.3.0,Singapore,Singapore,iPhone 13,Returning User,Premium,16.0,Organic,Informal English,False,False
REV-003084,2026-04-01,1,"Since yesterday, merchant payment took hours to confirm.",iOS,3.3.1,India,Delhi,iPhone 13,Returning User,Free,8.0,Organic,English,False,True
REV-003085,2026-03-24,2,"On my account, checkout failed during bill payment. Please fix this.",Android,3.3.0,India,Bengaluru,Motorola Edge,Returning User,Free,17.0,Paid Search,English,True,True
REV-003086,2025-11-10,2,"Honestly, I was charged twice for one payment. Please fix this.",Android,3.2.0,United States,San Francisco,Google Pixel 8,Power User,Premium,23.0,Organic,English,True,True
REV-003087,2025-09-20,5,"Honestly, Wish there was dark mode. Need a reliable solution.",iOS,3.1.0,India,Bengaluru,iPhone 14,Small Business,Free,36.0,Partnership,English,False,True
REV-003088,2025-12-19,1,"Since yesterday, charges bahut high hain for this transfer. Hope the next update resolves it.",Android,3.2.1,United Arab Emirates,Abu Dhabi,Nothing Phone 2,Returning User,Premium,9.0,Referral,Hinglish,True,True
REV-003089,2026-01-22,5,I noticed that support ka reply late mila. Hope the next update resolves it.,Android,3.2.2,Singapore,Singapore,Motorola Edge,Power User,Premium,44.0,Organic,Hinglish,False,True
REV-003090,2026-05-23,5,the ticket was closed before resolution. Need a reliable solution.,Web,3.4.0,India,Jaipur,Chrome on Windows,New User,Free,1.0,Referral,English,False,True
REV-003091,2026-05-07,5,I noticed that transaction alerts are useful. Kindly check asap.,Android,3.4.0,Australia,Sydney,Samsung Galaxy S23,Small Business,Business,30.0,Business Sales,English,False,True
REV-003092,2026-05-22,2,small order fee makes no sense. hope the next update resolves it.,Android,3.4.0,Australia,Melbourne,OnePlus 12,Returning User,Free,18.0,Organic,Informal English,True,True
REV-003093,2026-04-29,2,"For the last few days, profile details cannot be edited. Also, payments are fast and reliable now. Need a reliable solution.",iOS,3.3.1,United Kingdom,London,iPhone 14,Power User,Free,43.0,Partnership,English,True,True
REV-003094,2026-06-15,4,"After the latest update, support ka reply late mila. Hope the next update resolves it.",Android,3.4.0,United States,New York,Samsung Galaxy S23,New User,Free,2.0,Paid Search,Hinglish,False,True
REV-003095,2025-12-23,3,"Honestly, payment failed but money deducted. Hope the next update resolves it.",Android,3.2.1,India,Bengaluru,Motorola Edge,Student,Free,10.0,Organic,English,False,True
REV-003096,2025-07-20,2,"SINCE YESTERDAY, INTERNATIONAL CONVERSION FEE IS EXCESSIVE. PLEASE FIX THIS.",Web,3.0.0,India,Bengaluru,Edge on Windows,Small Business,Free,30.0,Business Sales,Informal English,False,True
REV-003097,2025-08-04,3,Wish there was personalized recommendations for spending!!,Android,3.0.1,United Arab Emirates,Dubai,OnePlus 12,Small Business,Premium,47.0,Partnership,Informal English,False,True
REV-003098,2025-12-04,4,I noticed that Wish there was PDF statements. Please fix this.,iOS,3.2.1,India,Mumbai,iPhone 15 Pro,Small Business,Free,42.0,Business Sales,English,False,True
REV-003099,2025-10-13,5,great app and the interface is clean. Please fix this.,iOS,3.1.1,India,Kolkata,iPhone 13,Returning User,Free,23.0,Referral,English,False,True
REV-003100,2025-09-06,2,"For the last few days, It would be better if you added multi-currency wallet support. Need a reliable solution.",Android,3.1.0,United Arab Emirates,Dubai,Motorola Edge,Small Business,Business,41.0,Partnership,English,False,False
REV-003101,2026-06-09,1,"Honestly, profile details cannot be edited.",iOS,3.4.0,United States,New York,iPhone 13,Returning User,Premium,20.0,Social,English,False,True
REV-003102,2025-09-16,3,I cannot contact support,iOS,3.1.0,India,Pune,iPhone 14,Power User,Free,45.0,Referral,English,False,True
REV-003103,2026-06-12,5,"for the last few days, onboarding was simple. this should be clearer.",Android,3.4.0,India,Bhopal,Motorola Edge,Returning User,Premium,5.0,Organic,English,False,True
REV-003104,2026-03-24,3,search results are irrelevant. This should be clearer.,iOS,3.3.0,India,Bhopal,iPhone 15 Pro,Student,Free,10.0,Referral,English,False,
REV-003105,2026-02-25,5,"After the latest update, support ka reply late mila. Kindly check asap.",iOS,3.2.2,India,Delhi,iPhone 13,New User,Free,0.0,Organic,Hinglish,False,True
REV-003106,2026-03-05,3,support ka reply late mila,iOS,3.3.0,India,Pune,iPhone 15 Pro,New User,Free,2.0,Social,Hinglish,False,True
REV-003107,2025-11-17,4,"SINCE YESTERDAY, NEED AN OPTION TO ADD MULTI-CURRENCY WALLET SUPPORT. KINDLY CHECK ASAP.",iOS,3.2.0,Singapore,Singapore,iPhone 15 Pro,Student,Premium,18.0,Campus Campaign,English,False,True
REV-003108,2026-02-27,5,"On my account, onboarding was simple. Hope the next update resolves it.",Android,3.2.2,India,Pune,OnePlus Nord,Power User,Free,43.0,Referral,English,False,True
REV-003109,2025-09-12,2,  card  issue  controls are not working  ,iOS,3.1.0,India,Mumbai,iPhone 13,Student,Free,8.0,Campus Campaign,English,False,True
REV-003110,2026-06-02,4,I noticed that the refund arrived much faster than expected. Hope the next update resolves it.,Web,3.4.0,United Arab Emirates,Dubai,Edge on Windows,Returning User,Free,7.0,Organic,English,False,True
REV-003111,2025-11-04,2,the ticket was closed before resolution. Hope the next update resolves it.,Web,3.2.0,India,Kolkata,Safari on macOS,Returning User,Free,24.0,Referral,English,False,True
REV-003112,2025-10-12,5,"Honestly, transaction alerts are useful. Need a reliable solution.",iOS,3.1.1,India,Mumbai,iPhone SE,Student,Free,15.0,Social,English,False,True
REV-003113,2026-03-11,3,I cannot contact support.,Android,3.3.0,Singapore,Singapore,OnePlus 12,Small Business,Premium,45.0,Partnership,English,True,True
REV-003114,2026-03-01,1,card declined even though funds are available,Android,3.3.0,Australia,Sydney,OnePlus 12,New User,Free,1.0,Paid Search,English,False,True
REV-003115,2025-12-19,4,"For the last few days, card issue controls are not working. This is especially frustrating on a paid plan. Also, excellent service and reliable transfers. Need a reliable solution.",Android,3.2.1,United Arab Emirates,Abu Dhabi,Samsung Galaxy S23,Returning User,Premium,17.0,Social,English,True,True
REV-003116,2026-02-23,5,  Need  an  option to add PDF statements  ,iOS,3.2.2,India,Kolkata,iPhone 15 Pro,Returning User,Free,18.0,Organic,English,False,True
REV-003117,2025-09-02,4,"Since yesterday, Would be useful if you added better filters and sorting for transaction history.",Android,3.1.0,Australia,Melbourne,OnePlus 12,Returning User,Free,20.0,Organic,English,True,True
REV-003118,2026-03-04,2,the screen goes blank after the latest update. Kindly check asap.,Android,3.3.0,India,Jaipur,Nothing Phone 2,Returning User,Free,17.0,Organic,English,True,True
REV-003119,2025-10-19,4,"Since yesterday, Would be useful if you added personalized recommendations for spending. Please fix this.",iOS,3.1.1,Australia,Sydney,iPhone 14,Returning User,Premium,11.0,Social,English,False,True
REV-003120,2025-10-20,3,the hidden charge was not shown earlier. Hope the next update resolves it.,Web,3.1.1,India,Ahmedabad,Firefox on Linux,Returning User,Free,4.0,Referral,English,False,True
REV-003121,2025-09-03,4,"  For  the  last few days, the refund delayed again. Hope the next update resolves it.  ",iOS,3.1.0,India,Ahmedabad,iPhone 15 Pro,New User,Free,3.0,Referral,English,False,True
REV-003122,2025-11-17,3,"For the last few days, approval is delayed and I cannot log in. Need a reliable solution.",Android,3.2.0,India,Bengaluru,OnePlus 12,New User,Free,1.0,Referral,English,False,False
REV-003123,2025-11-17,2,"For the last few days, the refund delayed again. Kindly check asap.",iOS,3.2.0,India,Mumbai,iPhone 14,Student,Free,13.0,Campus Campaign,English,True,True
REV-003124,2025-12-19,1,the update installation keeps failing.,Android,3.2.1,India,Pune,OnePlus 12,Returning User,Free,11.0,Organic,English,True,True
REV-003125,2025-09-14,3,the transfer fee is too high. veryyy slow,Android,3.1.0,India,Kolkata,Samsung Galaxy A54,New User,Free,0.0,Organic,Informal English,False,True
REV-003126,2025-09-15,5,"After the latest update, the refund arrived much faster than expected. This happened while paying a bill. Also, transaction alerts are missing. This should be clearer.",Android,3.1.0,India,Mumbai,Samsung Galaxy S23,Returning User,Free,24.0,Organic,English,False,True
REV-003127,2026-01-20,4,"After the latest update, the payment notification arrived late. Kindly check asap.",Android,3.2.2,Singapore,Singapore,Nothing Phone 2,New User,Premium,3.0,Social,English,False,True
